Record	GBK	Record_Type	Record_Number	CC	Family	bgc_class	genome	Class	Category	Description	Taxonomy	GCF_ID	cutoff
NZ_JAPWHK010000004.1.region001.gbk_region_1	NZ_JAPWHK010000004.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAPWHK010000004.1 Devosia neptuniae strain G21611-S1 NODE_4_length_442715_cov_108.063, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBHRYD010000001.1.region001.gbk_region_1	NZ_JBHRYD010000001.1.region001	region	1	5641	FAM_00575	other.terpene	Unknown	betalactone.terpene	other.terpene	NZ_JBHRYD010000001.1 Devosia honganensis strain KCTC 42281 platanus_K_25_97_1, whole genome shotgun sequence	Unknown	other.terpene_c0.7_famFAM_00575	0.7
NZ_FXWK01000002.1.region002.gbk_region_2	NZ_FXWK01000002.1.region002	region	2	150	FAM_00346	other	Unknown	hserlactone	other	NZ_FXWK01000002.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_JBNMEO010000006.1.region001.gbk_region_1	NZ_JBNMEO010000006.1.region001	region	1	150	FAM_00346	other	Unknown	acyl_amino_acids	other	NZ_JBNMEO010000006.1 MAG: Devosia sp. isolate 3300055174_60 Ga0535679_0000079, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_STGC01000002.1.region001.gbk_region_1	NZ_STGC01000002.1.region001	region	1	150	FAM_00346	other	Unknown	hserlactone	other	NZ_STGC01000002.1 Devosia sp. FKR38 NODE_4_length_1043381_cov_214.428558, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_JBKJHF010000003.1.region001.gbk_region_1	NZ_JBKJHF010000003.1.region001	region	1	150	FAM_00346	other	Unknown	hserlactone	other	NZ_JBKJHF010000003.1 Devosia sp. XGJD_8 3, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_JAPWHK010000008.1.region001.gbk_region_1	NZ_JAPWHK010000008.1.region001	region	1	150	FAM_00346	other	Unknown	acyl_amino_acids	other	NZ_JAPWHK010000008.1 Devosia neptuniae strain G21611-S1 NODE_8_length_235334_cov_135.292, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_FOMB01000001.1.region001.gbk_region_1	NZ_FOMB01000001.1.region001	region	1	150	FAM_00346	other	Unknown	hserlactone	other	NZ_FOMB01000001.1 Devosia psychrophila strain CGMCC 1.10210, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_CP118245.1.region002.gbk_region_2	NZ_CP118245.1.region002	region	2	150	FAM_00346	other	Unknown	acyl_amino_acids	other	NZ_CP118245.1 Devosia sp. J2-20 chromosome	Unknown	other_c0.7_famFAM_00346	0.7
NZ_JAGXTP010000003.1.region001.gbk_region_1	NZ_JAGXTP010000003.1.region001	region	1	150	FAM_00346	other	Unknown	acyl_amino_acids	other	NZ_JAGXTP010000003.1 Devosia litorisediminis strain BSSL-BM10 3, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_CM147870.1.region001.gbk_region_1	NZ_CM147870.1.region001	region	1	150	FAM_00346	other	Unknown	acyl_amino_acids	other	NZ_CM147870.1 Devosia sp. J2-20 chromosome, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00346	0.7
NZ_FQVC01000005.1.region001.gbk_region_1	NZ_FQVC01000005.1.region001	region	1	150	FAM_00347	other	Unknown	acyl_amino_acids.hserlactone	other	NZ_FQVC01000005.1 Devosia limi DSM 17137, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00347	0.7
NZ_JBHRYD010000001.1.region002.gbk_region_2	NZ_JBHRYD010000001.1.region002	region	2	150	FAM_00347	other	Unknown	acyl_amino_acids	other	NZ_JBHRYD010000001.1 Devosia honganensis strain KCTC 42281 platanus_K_25_97_1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00347	0.7
NZ_JAENGO010000005.1.region001.gbk_region_1	NZ_JAENGO010000005.1.region001	region	1	150	FAM_00347	other	Unknown	hserlactone	other	NZ_JAENGO010000005.1 Devosia sp. WQ 349K1 Scaffold4_1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00347	0.7
NZ_CP063401.1.region004.gbk_region_4	NZ_CP063401.1.region004	region	4	150	FAM_00347	other	Unknown	acyl_amino_acids	other	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	Unknown	other_c0.7_famFAM_00347	0.7
NZ_JACDXV010000002.1.region001.gbk_region_1	NZ_JACDXV010000002.1.region001	region	1	150	FAM_00347	other	Unknown	acyl_amino_acids	other	NZ_JACDXV010000002.1 Devosia faecipullorum strain CC-YST696 contig02, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00347	0.7
NZ_JAEMEB010000015.1.region001.gbk_region_1	NZ_JAEMEB010000015.1.region001	region	1	150	FAM_00347	other	Unknown	hserlactone	other	NZ_JAEMEB010000015.1 Devosia sp. MC521 Scaffold15_1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00347	0.7
NZ_CP059902.1.region005.gbk_region_5	NZ_CP059902.1.region005	region	5	150	FAM_00347	other	Unknown	hserlactone	other	NZ_CP059902.1 Devosia sp. MC521 chromosome, complete genome	Unknown	other_c0.7_famFAM_00347	0.7
NZ_JABBDZ010000002.1.region002.gbk_region_2	NZ_JABBDZ010000002.1.region002	region	2	150	FAM_00347	other	Unknown	hserlactone	other	NZ_JABBDZ010000002.1 Devosia sp. MC1541 Scaffold2_1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00347	0.7
NZ_LAJF01000054.1.region001.gbk_region_1	NZ_LAJF01000054.1.region001	region	1	150	FAM_00347	other	Unknown	acyl_amino_acids.hserlactone	other	NZ_LAJF01000054.1 Devosia limi DSM 17137 NODE_54, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00347	0.7
NZ_AP027921.1.region001.gbk_region_1	NZ_AP027921.1.region001	region	1	150	FAM_00348	other	Unknown	hserlactone	other	NZ_AP027921.1 Devosia sp. T2-14 chromosome, complete genome	Unknown	other_c0.7_famFAM_00348	0.7
NZ_JAEMNZ010000020.1.region001.gbk_region_1	NZ_JAEMNZ010000020.1.region001	region	1	150	FAM_00348	other	Unknown	hserlactone	other	NZ_JAEMNZ010000020.1 Devosia sp. MC532 Scaffold20_1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00348	0.7
NZ_BMZE01000002.1.region001.gbk_region_1	NZ_BMZE01000002.1.region001	region	1	150	FAM_00348	other	Unknown	hserlactone	other	NZ_BMZE01000002.1 Devosia pacifica strain KCTC 32437 sequence2, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00348	0.7
NZ_LMGZ01000019.1.region001.gbk_region_1	NZ_LMGZ01000019.1.region001	region	1	150	FAM_00348	other	Unknown	hserlactone	other	NZ_LMGZ01000019.1 Devosia sp. Root635 contig_4, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00348	0.7
NZ_LMEM01000010.1.region001.gbk_region_1	NZ_LMEM01000010.1.region001	region	1	150	FAM_00348	other	Unknown	hserlactone	other	NZ_LMEM01000010.1 Devosia sp. Root436 contig_3, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00348	0.7
NZ_PYVW01000012.1.region001.gbk_region_1	NZ_PYVW01000012.1.region001	region	1	150	FAM_00348	other	Unknown	hserlactone	other	NZ_PYVW01000012.1 Devosia naphthalenivorans strain CM5-1 scaffold12, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00348	0.7
NZ_JAQGJV010000035.1.region001.gbk_region_1	NZ_JAQGJV010000035.1.region001	region	1	150	FAM_00349	other	Unknown	hserlactone	other	NZ_JAQGJV010000035.1 MAG: Devosia sp. isolate RYN_494 scaffold_5976185, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00349	0.7
NZ_JAQGJM010000040.1.region001.gbk_region_1	NZ_JAQGJM010000040.1.region001	region	1	150	FAM_00349	other	Unknown	hserlactone	other	NZ_JAQGJM010000040.1 MAG: Devosia sp. isolate RYN_485 scaffold_1327769, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00349	0.7
NZ_JBEPOL010000003.1.region001.gbk_region_1	NZ_JBEPOL010000003.1.region001	region	1	150	FAM_00349	other	Unknown	hserlactone	other	NZ_JBEPOL010000003.1 Devosia sp. UYZn731 Ga0493902_03, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00349	0.7
NZ_JAMZCU010000002.1.region001.gbk_region_1	NZ_JAMZCU010000002.1.region001	region	1	150	FAM_00350	other	Unknown	acyl_amino_acids	other	NZ_JAMZCU010000002.1 Devosia ureilytica strain XJ19-1 Scaffold2, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_JAEKMH010000004.1.region001.gbk_region_1	NZ_JAEKMH010000004.1.region001	region	1	150	FAM_00350	other	Unknown	hserlactone	other	NZ_JAEKMH010000004.1 Devosia sediminis strain MSA67 NODE_4_length_514361_cov_166.640065, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_CP170082.1.region002.gbk_region_2	NZ_CP170082.1.region002	region	2	150	FAM_00350	other	Unknown	hserlactone	other	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	other_c0.7_famFAM_00350	0.7
NZ_JAVKFR010000006.1.region001.gbk_region_1	NZ_JAVKFR010000006.1.region001	region	1	150	FAM_00350	other	Unknown	hserlactone	other	NZ_JAVKFR010000006.1 MAG: Devosia marina isolate F1-TOW-06 k141_66864, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_CP094375.1.region003.gbk_region_3	NZ_CP094375.1.region003	region	3	150	FAM_00350	other	Unknown	hserlactone	other	NZ_CP094375.1 Devosia sp. Micro-HW1 chromosome, complete genome	Unknown	other_c0.7_famFAM_00350	0.7
NZ_PYVZ01000009.1.region001.gbk_region_1	NZ_PYVZ01000009.1.region001	region	1	150	FAM_00350	other	Unknown	hserlactone	other	NZ_PYVZ01000009.1 Devosia indica strain IO390501 scaffold9, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_JBTMWV010000009.1.region001.gbk_region_1	NZ_JBTMWV010000009.1.region001	region	1	150	FAM_00350	other	Unknown	hserlactone	other	NZ_JBTMWV010000009.1 Devosia sp. A369 Scaffold9, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_JBTMWU010000001.1.region002.gbk_region_2	NZ_JBTMWU010000001.1.region002	region	2	150	FAM_00350	other	Unknown	hserlactone	other	NZ_JBTMWU010000001.1 Devosia sp. A449 Scaffold1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_CP068046.1.region005.gbk_region_5	NZ_CP068046.1.region005	region	5	150	FAM_00350	other	Unknown	hserlactone	other	NZ_CP068046.1 Devosia rhizoryzae strain LEGU1 chromosome	Unknown	other_c0.7_famFAM_00350	0.7
NZ_CP026747.1.region003.gbk_region_3	NZ_CP026747.1.region003	region	3	150	FAM_00350	other	Unknown	hserlactone	other	NZ_CP026747.1 Devosia sp. I507 chromosome, complete genome	Unknown	other_c0.7_famFAM_00350	0.7
NZ_CP080590.1.region007.gbk_region_7	NZ_CP080590.1.region007	region	7	150	FAM_00350	other	Unknown	hserlactone	other	NZ_CP080590.1 Devosia salina strain SCS-3 chromosome, complete genome	Unknown	other_c0.7_famFAM_00350	0.7
NZ_WQRF01000002.1.region001.gbk_region_1	NZ_WQRF01000002.1.region001	region	1	150	FAM_00350	other	Unknown	hserlactone	other	NZ_WQRF01000002.1 Devosia marina strain L53-10-65 NODE_2_length_636985_cov_56.763128, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_JAMWDU010000002.1.region002.gbk_region_2	NZ_JAMWDU010000002.1.region002	region	2	150	FAM_00350	other	Unknown	acyl_amino_acids	other	NZ_JAMWDU010000002.1 Devosia ureilytica strain XJ19-45 Scaffold2, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00350	0.7
NZ_JABAOL010000001.1.region001.gbk_region_1	NZ_JABAOL010000001.1.region001	region	1	150	FAM_00351	other	Unknown	acyl_amino_acids	other	NZ_JABAOL010000001.1 Devosia sp. 919 Scaffold1_1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00351	0.7
NZ_JBYUNQ010000002.1.region001.gbk_region_1	NZ_JBYUNQ010000002.1.region001	region	1	150	FAM_00351	other	Unknown	acyl_amino_acids	other	NZ_JBYUNQ010000002.1 Devosia sp. Z11_6 NODE_2_length_859975_cov_197.188371, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00351	0.7
NZ_CP034767.1.region005.gbk_region_5	NZ_CP034767.1.region005	region	5	150	FAM_00351	other	Unknown	acyl_amino_acids	other	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome	Unknown	other_c0.7_famFAM_00351	0.7
NZ_JBYUNO010000001.1.region002.gbk_region_2	NZ_JBYUNO010000001.1.region002	region	2	150	FAM_00351	other	Unknown	acyl_amino_acids	other	NZ_JBYUNO010000001.1 Devosia sp. Z6_126 NODE_1_length_1401190_cov_167.528294, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00351	0.7
NZ_JABAOM010000003.1.region001.gbk_region_1	NZ_JABAOM010000003.1.region001	region	1	150	FAM_00351	other	Unknown	acyl_amino_acids	other	NZ_JABAOM010000003.1 Devosia sp. 1635 Scaffold3_1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00351	0.7
NZ_BSNS01000007.1.region002.gbk_region_2	NZ_BSNS01000007.1.region002	region	2	150	FAM_00352	other	Unknown	acyl_amino_acids	other	NZ_BSNS01000007.1 Devosia nitrariae strain NBRC 112416 sequence07, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00352	0.7
NZ_JBHLYO010000012.1.region001.gbk_region_1	NZ_JBHLYO010000012.1.region001	region	1	150	FAM_00352	other	Unknown	acyl_amino_acids	other	NZ_JBHLYO010000012.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_12, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00352	0.7
NZ_LMLO01000019.1.region001.gbk_region_1	NZ_LMLO01000019.1.region001	region	1	150	FAM_00353	other	Unknown	acyl_amino_acids	other	NZ_LMLO01000019.1 Devosia sp. Leaf64 contig_4, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00353	0.7
NZ_CP104007.1.region001.gbk_region_1	NZ_CP104007.1.region001	region	1	150	FAM_00353	other	Unknown	hserlactone	other	NZ_CP104007.1 Devosia sp. FJ2-5-3 chromosome, complete genome	Unknown	other_c0.7_famFAM_00353	0.7
NZ_JAIMBX010000002.1.region001.gbk_region_1	NZ_JAIMBX010000002.1.region001	region	1	150	FAM_00353	other	Unknown	acyl_amino_acids	other	NZ_JAIMBX010000002.1 Devosia sp. BK 9_Devo_2, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00353	0.7
NZ_JAFKHC010000010.1.region001.gbk_region_1	NZ_JAFKHC010000010.1.region001	region	1	150	FAM_00353	other	Unknown	hserlactone	other	NZ_JAFKHC010000010.1 MAG: Devosia sp. isolate SCN18_26_2_15_R2_B_67_34 SCN18_26_2_15_R2_B_scaffold_56, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00353	0.7
NZ_MKVA01000002.1.region001.gbk_region_1	NZ_MKVA01000002.1.region001	region	1	150	FAM_00353	other	Unknown	hserlactone	other	NZ_MKVA01000002.1 MAG: Devosia sp. 67-54 SCNpilot_cont_1000_bf_scaffold_153, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00353	0.7
NZ_LMQU01000010.1.region001.gbk_region_1	NZ_LMQU01000010.1.region001	region	1	150	FAM_00353	other	Unknown	acyl_amino_acids	other	NZ_LMQU01000010.1 Devosia sp. Leaf420 contig_3, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00353	0.7
NZ_MKVA01000006.1.region001.gbk_region_1	NZ_MKVA01000006.1.region001	region	1	150	FAM_00354	other	Unknown	hydrogen-cyanide	other	NZ_MKVA01000006.1 MAG: Devosia sp. 67-54 SCNpilot_cont_1000_bf_scaffold_34, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00354	0.7
NZ_JAFKHC010000009.1.region001.gbk_region_1	NZ_JAFKHC010000009.1.region001	region	1	150	FAM_00354	other	Unknown	hydrogen-cyanide	other	NZ_JAFKHC010000009.1 MAG: Devosia sp. isolate SCN18_26_2_15_R2_B_67_34 SCN18_26_2_15_R2_B_scaffold_40, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00354	0.7
NZ_LAJF01000076.1.region001.gbk_region_1	NZ_LAJF01000076.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_LAJF01000076.1 Devosia limi DSM 17137 NODE_76, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CP118245.1.region004.gbk_region_4	NZ_CP118245.1.region004	region	4	166	FAM_00355	other	Unknown	ectoine	other	NZ_CP118245.1 Devosia sp. J2-20 chromosome	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JAPWHK010000001.1.region001.gbk_region_1	NZ_JAPWHK010000001.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JAPWHK010000001.1 Devosia neptuniae strain G21611-S1 NODE_1_length_635483_cov_121.601, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JAMWDU010000009.1.region001.gbk_region_1	NZ_JAMWDU010000009.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JAMWDU010000009.1 Devosia ureilytica strain XJ19-45 Scaffold9, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JBTLRJ010000002.1.region001.gbk_region_1	NZ_JBTLRJ010000002.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JBTLRJ010000002.1 Devosia sp. CAU 1758 contig2, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CP045422.1.region005.gbk_region_5	NZ_CP045422.1.region005	region	5	166	FAM_00355	other	Unknown	ectoine	other	NZ_CP045422.1 Devosia beringensis strain S02 chromosome, complete genome	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JAMYXP010000001.1.region001.gbk_region_1	NZ_JAMYXP010000001.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JAMYXP010000001.1 Devosia subaequoris strain HST3-14 Scaffold1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JACIEW010000001.1.region002.gbk_region_2	NZ_JACIEW010000001.1.region002	region	2	166	FAM_00355	other	Unknown	ectoine	other	NZ_JACIEW010000001.1 Devosia subaequoris strain DSM 23447 Ga0373328_01, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CP146608.1.region001.gbk_region_1	NZ_CP146608.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_CP146608.1 Devosia sp. XK-2 chromosome, complete genome	Unknown	other_c0.7_famFAM_00355	0.7
NZ_WQRF01000001.1.region002.gbk_region_2	NZ_WQRF01000001.1.region002	region	2	166	FAM_00355	other	Unknown	ectoine	other	NZ_WQRF01000001.1 Devosia marina strain L53-10-65 NODE_1_length_1615214_cov_52.474690, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JBLXGA010000002.1.region001.gbk_region_1	NZ_JBLXGA010000002.1.region001	region	1	166	FAM_00355	other	Unknown	hydrogen-cyanide	other	NZ_JBLXGA010000002.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@2, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CP080590.1.region003.gbk_region_3	NZ_CP080590.1.region003	region	3	166	FAM_00355	other	Unknown	ectoine	other	NZ_CP080590.1 Devosia salina strain SCS-3 chromosome, complete genome	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CP170082.1.region006.gbk_region_6	NZ_CP170082.1.region006	region	6	166	FAM_00355	other	Unknown	ectoine	other	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CP026747.1.region006.gbk_region_6	NZ_CP026747.1.region006	region	6	166	FAM_00355	other	Unknown	ectoine	other	NZ_CP026747.1 Devosia sp. I507 chromosome, complete genome	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JAGXTP010000001.1.region004.gbk_region_4	NZ_JAGXTP010000001.1.region004	region	4	166	FAM_00355	other	Unknown	ectoine	other	NZ_JAGXTP010000001.1 Devosia litorisediminis strain BSSL-BM10 1, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_FQVC01000010.1.region002.gbk_region_2	NZ_FQVC01000010.1.region002	region	2	166	FAM_00355	other	Unknown	ectoine	other	NZ_FQVC01000010.1 Devosia limi DSM 17137, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CM147870.1.region005.gbk_region_5	NZ_CM147870.1.region005	region	5	166	FAM_00355	other	Unknown	ectoine	other	NZ_CM147870.1 Devosia sp. J2-20 chromosome, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_FPCK01000003.1.region001.gbk_region_1	NZ_FPCK01000003.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_FPCK01000003.1 Devosia crocina strain IPL20, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JAVKFR010000022.1.region001.gbk_region_1	NZ_JAVKFR010000022.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JAVKFR010000022.1 MAG: Devosia marina isolate F1-TOW-06 k141_60500, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JAMZCU010000006.1.region001.gbk_region_1	NZ_JAMZCU010000006.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JAMZCU010000006.1 Devosia ureilytica strain XJ19-1 Scaffold6, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JACYFU010000004.1.region001.gbk_region_1	NZ_JACYFU010000004.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JACYFU010000004.1 Devosia oryzisoli strain PTR5 contig4, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_JBNMEO010000008.1.region001.gbk_region_1	NZ_JBNMEO010000008.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_JBNMEO010000008.1 MAG: Devosia sp. isolate 3300055174_60 Ga0535679_0000094, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_CP034767.1.region006.gbk_region_6	NZ_CP034767.1.region006	region	6	166	FAM_00355	other	Unknown	hydrogen-cyanide	other	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome	Unknown	other_c0.7_famFAM_00355	0.7
NZ_FXWK01000001.1.region001.gbk_region_1	NZ_FXWK01000001.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_FXWK01000001.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_PYVZ01000007.1.region001.gbk_region_1	NZ_PYVZ01000007.1.region001	region	1	166	FAM_00355	other	Unknown	ectoine	other	NZ_PYVZ01000007.1 Devosia indica strain IO390501 scaffold7, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00355	0.7
NZ_BMZE01000004.1.region001.gbk_region_1	NZ_BMZE01000004.1.region001	region	1	166	FAM_00356	other	Unknown	ectoine	other	NZ_BMZE01000004.1 Devosia pacifica strain KCTC 32437 sequence4, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00356	0.7
NZ_CP126539.1.region003.gbk_region_3	NZ_CP126539.1.region003	region	3	166	FAM_00356	other	Unknown	ectoine	other	NZ_CP126539.1 Devosia rhizosphaerae strain RR2S18 chromosome, complete genome	Unknown	other_c0.7_famFAM_00356	0.7
NZ_JZEY01000061.1.region001.gbk_region_1	NZ_JZEY01000061.1.region001	region	1	166	FAM_00356	other	Unknown	ectoine	other	NZ_JZEY01000061.1 Devosia chinhatensis strain IPL18 NODE_61, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00356	0.7
NZ_CP104965.1.region003.gbk_region_3	NZ_CP104965.1.region003	region	3	166	FAM_00359	other	Unknown	betalactone	other	NZ_CP104965.1 Devosia neptuniae strain A18/4-1 chromosome, complete genome	Unknown	other_c0.7_famFAM_00359	0.7
NZ_JBJDRE010000003.1.region001.gbk_region_1	NZ_JBJDRE010000003.1.region001	region	1	166	FAM_00359	other	Unknown	betalactone	other	NZ_JBJDRE010000003.1 Devosia sp. ZW T5_3 ZW_T5_3_contig_003, whole genome shotgun sequence	Unknown	other_c0.7_famFAM_00359	0.7
